block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.1,5116.601,58.854,2.7487,4.5671,1.07e-07,7.66e-09,117.01,107.02,103.66,270.0,2.0
1.1,5117.68,61.379,2.7525,4.5984,1.07e-07,7.56e-09,117.01,107.03,103.66,269.99,2.0
2.2,5118.746,60.89,2.7393,4.5671,1.07e-07,7.64e-09,117.01,107.02,103.66,269.99,2.0
3.3,5119.832,60.411,2.759,4.5984,1.07e-07,7.58e-09,117.01,107.02,103.66,270.0,2.0
4.4,5120.914,62.247,2.7431,4.5671,1.07e-07,7.5e-09,117.01,107.02,103.66,269.99,2.0
5.4,5121.998,58.506,2.7534,4.5984,1.07e-07,8.09e-09,117.01,107.02,103.66,270.0,2.0
6.6,5123.11,57.845,2.7618,4.5358,1.07e-07,7.66e-09,117.0,107.02,103.66,270.0,2.0
7.7,5124.235,61.053,2.744,4.5671,1.07e-07,7.58e-09,117.01,107.01,103.66,270.0,4.4
8.8,5125.327,59.829,2.7487,4.5984,1.07e-07,7.63e-09,117.01,107.01,103.66,270.0,4.4
9.9,5126.406,59.648,2.7374,4.5358,1.07e-07,7.63e-09,117.01,107.0,103.66,270.0,4.4
10.9,5127.482,59.898,2.7468,4.5671,1.07e-07,7.54e-09,117.02,107.0,103.66,269.99,4.4
12.0,5128.543,60.75,2.7393,4.5671,1.07e-07,7.51e-09,117.02,107.01,103.66,270.0,4.4
13.1,5129.631,58.248,2.7515,4.5358,1.07e-07,7.55e-09,117.01,107.01,103.66,270.0,4.4
14.2,5130.709,56.79,2.7393,4.5671,1.07e-07,7.62e-09,117.02,107.0,103.66,270.0,4.4
15.2,5131.794,60.025,2.7459,4.5671,1.07e-07,7.56e-09,117.01,107.0,103.66,269.99,4.4
16.3,5132.856,58.344,2.7487,4.5671,1.07e-07,7.63e-09,117.02,107.01,103.66,270.0,4.4
17.4,5133.932,57.968,2.7656,4.5671,1.07e-07,7.64e-09,117.02,107.01,103.66,270.0,2.0
18.5,5135.022,59.162,2.729,4.5358,1.07e-07,7.54e-09,117.01,107.02,103.66,269.99,2.0
19.6,5136.154,58.894,2.7543,4.5358,1.07e-07,7.52e-09,117.01,107.02,103.66,269.99,2.0
20.7,5137.256,60.219,2.7449,4.5358,1.07e-07,7.52e-09,117.01,107.02,103.66,270.01,2.0
21.8,5138.337,57.577,2.7478,4.5358,1.07e-07,7.51e-09,117.01,107.02,103.66,270.01,2.0
22.9,5139.415,60.109,2.7562,4.5671,1.07e-07,7.55e-09,117.01,107.02,103.66,270.0,2.0
23.9,5140.492,60.524,2.76,4.5671,1.07e-07,7.63e-09,117.01,107.02,103.65,269.99,2.0
25.0,5141.554,59.309,2.7618,4.5671,1.07e-07,7.62e-09,117.01,107.01,103.66,269.99,2.0
26.1,5142.628,58.32,2.7478,4.5671,1.07e-07,7.53e-09,117.01,107.01,103.66,269.99,2.0
27.2,5143.703,60.463,2.7581,4.5984,1.07e-07,7.5e-09,117.01,107.01,103.66,270.01,2.0
28.3,5144.802,60.662,2.7525,4.5671,1.07e-07,7.53e-09,117.01,107.02,103.66,270.0,2.0
29.3,5145.888,58.195,2.7421,4.5984,1.07e-07,7.49e-09,117.01,107.01,103.66,270.0,2.0
30.4,5146.947,57.851,2.7487,4.5671,1.07e-07,7.56e-09,117.01,107.01,103.66,269.99,2.0
31.5,5148.04,59.657,2.7459,4.5671,1.07e-07,7.62e-09,117.01,107.01,103.66,269.99,2.0
32.6,5149.176,58.228,2.7496,4.5358,1.07e-07,7.63e-09,117.01,107.01,103.66,269.99,2.0
33.7,5150.292,58.637,2.7525,4.5671,1.07e-07,7.63e-09,117.01,107.01,103.66,270.01,2.0
34.8,5151.349,58.26,2.7496,4.5671,1.07e-07,7.62e-09,117.01,107.01,103.66,270.01,2.0
35.9,5152.434,58.352,2.7449,4.5358,1.07e-07,7.53e-09,117.01,107.02,103.66,270.0,2.0
37.0,5153.512,59.632,2.7384,4.5671,1.07e-07,7.5e-09,117.01,107.01,103.66,269.99,2.0
38.0,5154.589,57.83,2.7346,4.5358,1.07e-07,7.54e-09,117.01,107.02,103.66,269.99,2.4
39.1,5155.653,57.555,2.7506,4.5358,1.07e-07,7.62e-09,117.01,107.01,103.66,269.99,2.4
40.2,5156.726,60.034,2.7543,4.5671,1.07e-07,7.61e-09,117.01,107.02,103.66,269.99,2.4
41.3,5157.817,57.427,2.744,4.5358,1.07e-07,7.63e-09,117.01,107.02,103.66,270.0,2.4
42.3,5158.895,57.852,2.7374,4.5045,1.07e-07,7.61e-09,117.01,107.02,103.66,270.0,2.4
43.4,5159.976,59.855,2.7618,4.5358,1.07e-07,7.54e-09,117.01,107.02,103.66,270.01,2.4
44.5,5161.046,58.166,2.7393,4.5358,1.07e-07,7.48e-09,117.01,107.01,103.66,270.0,2.4
45.6,5162.185,59.423,2.744,4.5358,1.07e-07,7.53e-09,117.02,107.01,103.66,269.99,2.4
46.8,5163.31,61.517,2.7318,4.4733,1.07e-07,7.49e-09,117.01,107.01,103.66,270.0,2.4
47.8,5164.389,60.262,2.7534,4.5358,1.07e-07,7.54e-09,117.01,107.01,103.66,270.0,2.0
48.9,5165.449,58.318,2.7449,4.5045,1.07e-07,7.61e-09,117.01,107.01,103.66,270.0,2.0
50.0,5166.532,59.379,2.7403,4.5045,1.07e-07,7.63e-09,117.01,107.01,103.66,270.01,2.0
51.1,5167.614,57.122,2.7234,4.4733,1.07e-07,7.54e-09,117.01,107.01,103.66,270.01,2.0
52.1,5168.69,57.917,2.7459,4.5045,1.07e-07,7.49e-09,117.01,107.01,103.66,270.0,2.0
53.2,5169.752,60.064,2.7271,4.4733,1.07e-07,7.54e-09,117.01,107.01,103.66,269.99,2.0
54.3,5170.85,59.04,2.7412,4.5045,1.07e-07,7.47e-09,117.01,107.01,103.66,269.99,2.0
55.4,5171.927,57.366,2.7346,4.4733,1.07e-07,7.54e-09,117.01,107.01,103.66,270.0,2.0
56.5,5173.011,58.931,2.744,4.5358,1.07e-07,7.62e-09,117.01,107.01,103.66,270.0,2.0
57.6,5174.1,57.632,2.7515,4.5045,1.07e-07,7.63e-09,117.02,107.01,103.66,270.0,2.4
58.7,5175.221,59.002,2.7431,4.5358,1.07e-07,7.53e-09,117.01,107.01,103.66,270.0,2.4
59.8,5176.324,59.744,2.7543,4.5358,1.07e-07,7.65e-09,117.01,107.01,103.66,270.0,2.4
