block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,4971.347,159.802,3.3456,4.6922,1.11e-07,7.08e-09,124.51,100.35,97.01,269.99,4.4
1.1,4972.411,158.247,3.3643,4.8486,1.12e-07,7.12e-09,124.51,100.34,97.01,269.99,4.4
2.2,4973.493,153.505,3.2339,4.8799,1.12e-07,7.09e-09,124.51,100.34,97.01,270.01,4.4
3.3,4974.573,150.271,3.3775,4.8173,1.12e-07,6.94e-09,124.51,100.34,97.01,269.99,4.8
4.4,4975.658,154.677,3.3024,4.9738,1.11e-07,7.05e-09,124.51,100.33,97.01,270.0,4.8
5.4,4976.721,155.265,2.9411,5.1927,1.14e-07,6.97e-09,124.51,100.33,97.01,269.99,4.8
6.5,4977.802,155.496,3.3061,5.0676,1.12e-07,7.06e-09,124.51,100.32,97.01,270.0,4.8
7.6,4978.902,154.509,3.3474,4.6922,1.11e-07,7.11e-09,124.51,100.31,97.01,270.0,4.8
8.7,4979.984,153.585,2.3546,4.5358,1.12e-07,7.08e-09,124.51,100.31,97.01,270.0,4.8
9.8,4981.061,154.146,3.3061,4.9738,1.12e-07,7.05e-09,124.51,100.31,97.01,270.0,4.8
10.9,4982.183,158.019,3.278,4.5045,1.12e-07,7.03e-09,124.51,100.31,97.01,269.99,4.8
12.0,4983.313,151.588,3.3399,4.9425,1.11e-07,7.04e-09,124.51,100.3,97.01,269.99,4.8
13.1,4984.4,159.086,3.1748,4.5358,1.11e-07,7.07e-09,124.51,100.3,97.01,270.01,4.4
14.2,4985.483,159.044,3.2592,4.442,1.11e-07,7.1e-09,124.51,100.29,97.01,270.0,4.4
15.3,4986.578,148.327,3.2902,4.7548,1.11e-07,7.08e-09,124.51,100.3,97.01,270.0,4.4
16.4,4987.667,158.668,3.2836,4.8486,1.12e-07,7.08e-09,124.51,100.3,97.01,269.99,4.4
17.4,4988.746,161.664,3.3343,4.4733,1.11e-07,7.09e-09,124.51,100.3,97.01,270.0,4.4
18.5,4989.813,161.869,3.2864,4.9738,1.11e-07,7.06e-09,124.51,100.3,97.01,270.0,4.4
19.6,4990.891,159.453,3.2282,4.5358,1.11e-07,7.07e-09,124.51,100.3,97.01,270.0,4.4
20.7,4991.972,159.134,3.2958,4.7548,1.11e-07,7.06e-09,124.51,100.31,97.01,270.0,4.4
21.7,4993.05,155.832,3.2526,4.4107,1.11e-07,7.08e-09,124.51,100.31,97.01,270.0,4.4
22.9,4994.157,158.474,3.2705,4.5358,1.11e-07,7.06e-09,124.51,100.31,97.01,269.99,4.8
24.0,4995.281,157.75,3.2977,4.6922,1.11e-07,7.1e-09,124.51,100.31,97.01,269.99,4.8
25.1,4996.378,158.227,3.3061,4.4733,1.11e-07,7.07e-09,124.51,100.31,97.01,270.0,4.8
26.1,4997.452,157.981,3.3014,4.3794,1.11e-07,7.08e-09,124.51,100.31,97.01,270.0,4.8
27.2,4998.521,160.234,3.0087,4.8799,1.12e-07,7.05e-09,124.51,100.31,97.01,269.99,4.8
28.3,4999.604,153.853,3.3165,4.2543,1.12e-07,7.09e-09,124.51,100.3,97.01,270.0,4.8
29.4,5000.686,154.493,3.2846,4.442,1.11e-07,7.06e-09,124.51,100.3,97.01,269.99,4.8
30.5,5001.774,157.921,3.2939,4.4733,1.11e-07,7.04e-09,124.51,100.3,97.01,270.0,4.8
31.6,5002.87,157.504,3.2799,4.5984,1.12e-07,7.08e-09,124.51,100.3,97.01,270.0,4.8
32.7,5003.958,162.671,3.2273,4.5358,1.11e-07,7.13e-09,124.51,100.31,97.01,270.0,4.8
33.7,5005.02,156.66,3.3052,4.4733,1.11e-07,7.07e-09,124.51,100.3,97.01,270.0,4.4
34.8,5006.094,154.569,3.1992,4.6609,1.11e-07,7.08e-09,124.51,100.3,97.01,269.99,4.4
