block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,9543.592,156.226,3.1213,4.0353,1.16e-07,7.29e-09,126.7,100.43,101.28,270.0,3.6
1.1,9544.676,155.886,3.2123,4.0353,1.16e-07,7.28e-09,126.7,100.43,101.28,270.0,3.6
2.2,9545.751,153.255,3.1954,4.0666,1.16e-07,7.28e-09,126.7,100.43,101.29,270.0,3.6
3.3,9546.832,160.411,3.1569,4.0979,1.16e-07,7.3e-09,126.7,100.43,101.28,270.0,3.6
4.4,9547.947,157.485,3.1269,4.004,1.16e-07,7.31e-09,126.71,100.43,101.28,269.99,3.6
5.5,9549.077,156.962,3.1738,4.004,1.16e-07,7.35e-09,126.71,100.43,101.28,269.99,3.6
6.6,9550.18,158.195,3.1391,4.0353,1.16e-07,7.37e-09,126.71,100.42,101.28,270.0,3.6
7.7,9551.249,159.814,3.1194,4.004,1.16e-07,7.33e-09,126.72,100.43,101.28,270.01,3.6
8.8,9552.337,161.682,3.1147,4.0353,1.16e-07,7.31e-09,126.71,100.43,101.28,270.01,3.6
9.8,9553.404,156.37,3.1945,4.0666,1.16e-07,7.3e-09,126.71,100.43,101.28,270.0,3.6
10.9,9554.482,155.28,3.1288,4.0353,1.16e-07,7.3e-09,126.71,100.43,101.28,270.01,3.6
12.0,9555.59,155.064,3.1466,4.0979,1.16e-07,7.33e-09,126.71,100.42,101.28,269.99,3.6
13.1,9556.676,153.712,3.1607,4.0979,1.16e-07,7.3e-09,126.71,100.42,101.28,269.99,3.6
14.2,9557.748,156.476,3.1766,4.0666,1.16e-07,7.31e-09,126.71,100.43,101.28,269.99,3.6
15.3,9558.829,160.878,3.0997,4.0353,1.16e-07,7.29e-09,126.7,100.42,101.28,269.99,3.6
16.4,9559.927,162.043,3.1382,4.0979,1.16e-07,7.28e-09,126.7,100.43,101.28,270.01,3.6
17.5,9561.053,155.958,3.14,4.0979,1.16e-07,7.3e-09,126.7,100.42,101.28,270.0,3.6
18.6,9562.16,158.378,3.1025,4.0666,1.16e-07,7.29e-09,126.7,100.43,101.28,269.99,3.6
19.7,9563.237,157.048,3.1269,4.0353,1.16e-07,7.27e-09,126.7,100.43,101.28,269.99,3.6
20.7,9564.301,155.69,3.1729,4.0666,1.16e-07,7.32e-09,126.7,100.43,101.28,269.99,3.6
21.8,9565.384,162.096,3.1851,4.0666,1.16e-07,7.34e-09,126.7,100.43,101.28,269.99,3.6
22.9,9566.459,155.234,3.1138,4.0353,1.16e-07,7.32e-09,126.71,100.43,101.28,270.01,3.6
24.0,9567.54,161.573,3.141,4.0979,1.16e-07,7.32e-09,126.7,100.42,101.28,270.01,3.6
25.0,9568.6,161.039,3.095,4.1292,1.16e-07,7.28e-09,126.7,100.43,101.28,270.01,3.6
26.1,9569.679,160.24,3.1457,4.0666,1.16e-07,7.26e-09,126.71,100.43,101.28,270.0,3.6
27.2,9570.764,159.659,3.1457,4.0666,1.16e-07,7.24e-09,126.71,100.43,101.28,269.99,3.6
28.3,9571.839,154.561,3.1278,4.0666,1.16e-07,7.31e-09,126.71,100.43,101.28,269.99,3.6
29.4,9572.94,152.697,3.1504,4.0979,1.16e-07,7.31e-09,126.72,100.42,101.28,270.0,3.6
30.5,9574.069,152.923,3.1166,4.0353,1.16e-07,7.31e-09,126.71,100.42,101.28,270.0,3.6
31.6,9575.167,159.347,3.1269,4.0666,1.16e-07,7.34e-09,126.71,100.43,101.28,270.01,3.6
32.7,9576.244,153.937,3.14,4.0666,1.16e-07,7.31e-09,126.71,100.43,101.28,270.0,3.6
33.8,9577.329,157.34,3.1541,4.0666,1.16e-07,7.3e-09,126.71,100.43,101.28,269.99,3.6
34.8,9578.395,159.195,3.1147,4.0666,1.16e-07,7.29e-09,126.71,100.43,101.28,269.99,3.6
35.9,9579.48,161.578,3.1466,4.0666,1.16e-07,7.34e-09,126.71,100.43,101.28,269.99,3.6
37.0,9580.565,160.575,3.1269,4.0666,1.16e-07,7.31e-09,126.71,100.43,101.28,270.01,3.6
38.1,9581.64,158.475,3.1588,4.0353,1.16e-07,7.31e-09,126.71,100.43,101.28,270.01,3.6
39.1,9582.702,158.438,3.1156,4.0353,1.16e-07,7.32e-09,126.7,100.43,101.28,269.99,3.6
40.2,9583.785,159.681,3.1532,4.004,1.16e-07,7.32e-09,126.71,100.43,101.28,269.99,3.6
41.3,9584.868,161.052,3.1701,4.0353,1.16e-07,7.28e-09,126.7,100.43,101.28,269.99,3.6
42.4,9585.977,155.59,3.11,4.0666,1.16e-07,7.25e-09,126.7,100.42,101.28,269.99,3.6
43.5,9587.103,159.174,3.1016,4.0979,1.16e-07,7.27e-09,126.71,100.43,101.28,269.99,3.6
44.7,9588.221,152.691,3.1072,4.0666,1.16e-07,7.28e-09,126.7,100.42,101.28,269.99,3.6
45.7,9589.285,160.953,3.1729,4.004,1.16e-07,7.29e-09,126.71,100.43,101.28,270.0,3.6
46.8,9590.365,162.093,3.1485,4.0979,1.16e-07,7.3e-09,126.71,100.43,101.28,270.01,3.6
47.9,9591.44,159.368,3.1719,4.0979,1.16e-07,7.32e-09,126.71,100.43,101.28,270.0,3.6
48.9,9592.501,159.964,3.1607,4.0666,1.16e-07,7.31e-09,126.7,100.43,101.28,270.0,3.2
50.0,9593.586,155.209,3.1457,4.0666,1.16e-07,7.3e-09,126.71,100.43,101.28,270.0,3.2
51.1,9594.658,160.517,3.1879,4.0353,1.16e-07,7.28e-09,126.71,100.43,101.28,269.99,3.2
52.2,9595.74,157.798,3.1316,4.0666,1.16e-07,7.27e-09,126.71,100.43,101.28,269.99,3.2
53.2,9596.8,159.256,3.1654,4.0979,1.16e-07,7.35e-09,126.71,100.43,101.28,270.0,3.2
54.3,9597.882,160.226,3.1851,3.9727,1.16e-07,7.33e-09,126.71,100.43,101.28,270.0,3.2
55.4,9598.992,161.406,3.08,4.0353,1.16e-07,7.3e-09,126.71,100.42,101.28,270.0,3.2
56.6,9600.131,153.927,3.125,3.9727,1.16e-07,7.31e-09,126.71,100.43,101.28,269.99,3.2
57.7,9601.236,160.044,3.1372,4.0666,1.16e-07,7.31e-09,126.71,100.43,101.28,269.99,3.2
58.7,9602.299,159.985,3.1513,4.0666,1.16e-07,7.29e-09,126.71,100.43,101.28,269.99,3.6
59.8,9603.388,157.404,3.0987,4.0353,1.16e-07,7.26e-09,126.7,100.42,101.28,270.01,3.6
