block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,1516.491,144.216,2.9317,3.0969,1.09e-07,6.77e-09,127.02,96.99,100.0,269.99,2.8
1.1,1517.572,141.586,2.9392,3.1281,1.09e-07,6.73e-09,127.02,96.99,100.0,270.0,2.8
2.2,1518.659,145.682,2.9664,3.1281,1.09e-07,6.7e-09,127.02,97.0,100.01,269.99,2.8
3.3,1519.738,144.333,2.9814,3.0969,1.09e-07,6.7e-09,127.01,97.0,100.0,270.0,2.8
4.3,1520.798,145.037,2.958,3.0969,1.08e-07,6.76e-09,127.01,97.0,100.0,270.0,2.8
5.4,1521.874,142.166,2.9889,3.0969,1.09e-07,6.85e-09,127.01,97.0,100.01,270.0,2.8
6.5,1522.957,142.789,2.912,3.1281,1.08e-07,6.73e-09,127.01,97.01,100.0,269.99,2.8
7.6,1524.066,145.772,2.9608,3.0656,1.08e-07,6.85e-09,127.01,97.01,100.0,269.99,2.8
8.7,1525.195,146.01,2.9899,3.1594,1.08e-07,6.82e-09,127.01,97.01,100.0,270.0,2.8
9.8,1526.285,144.128,2.9355,3.1281,1.08e-07,6.74e-09,127.01,97.01,100.0,270.0,2.8
10.9,1527.359,143.972,2.9918,3.0656,1.08e-07,6.74e-09,127.01,97.01,100.0,270.0,2.8
12.0,1528.434,148.195,2.9458,3.1594,1.08e-07,6.79e-09,127.01,97.02,100.0,269.99,2.8
13.0,1529.495,144.959,3.0049,3.0969,1.08e-07,6.74e-09,127.0,97.02,100.0,270.0,2.8
14.1,1530.584,146.539,2.988,3.1594,1.08e-07,6.82e-09,127.01,97.02,100.0,269.99,2.8
15.2,1531.658,144.882,2.9814,3.0969,1.08e-07,6.89e-09,127.01,97.02,100.0,269.99,2.8
16.3,1532.734,145.25,2.9739,3.1594,1.07e-07,6.87e-09,127.01,97.02,100.0,269.99,2.8
17.4,1533.816,141.472,3.0565,3.222,1.07e-07,6.82e-09,127.01,97.01,100.0,270.0,2.8
18.4,1534.871,146.451,3.0837,3.1907,1.07e-07,6.8e-09,127.01,97.01,100.0,270.0,2.8
19.5,1535.959,145.888,3.003,3.1594,1.07e-07,6.88e-09,127.02,97.01,100.01,270.01,2.8
20.6,1537.061,150.403,2.957,3.222,1.07e-07,6.82e-09,127.02,97.01,100.0,269.99,2.8
21.7,1538.173,146.438,3.0743,3.2533,1.07e-07,6.86e-09,127.02,97.01,100.0,269.99,2.8
22.8,1539.279,145.146,3.0302,3.222,1.07e-07,6.95e-09,127.02,97.01,100.0,269.99,2.8
23.9,1540.36,150.689,3.0377,3.222,1.07e-07,6.97e-09,127.02,97.01,100.0,270.01,2.8
25.0,1541.44,148.419,3.0978,3.3784,1.07e-07,6.92e-09,127.02,97.01,100.0,270.01,2.8
26.1,1542.533,147.299,3.0668,3.222,1.07e-07,6.95e-09,127.02,97.01,100.0,270.0,2.8
27.2,1543.62,149.403,3.1081,3.1907,1.07e-07,6.89e-09,127.02,97.01,100.0,269.99,2.8
28.2,1544.68,149.125,3.0922,3.3158,1.06e-07,6.93e-09,127.01,97.01,100.0,269.99,2.8
29.3,1545.757,149.293,3.0058,3.1594,1.06e-07,6.98e-09,127.01,97.02,100.0,269.99,2.8
30.4,1546.83,143.335,3.0471,3.1907,1.06e-07,7.03e-09,127.01,97.02,100.0,270.01,2.8
31.4,1547.894,151.125,3.0331,3.222,1.06e-07,7.04e-09,127.01,97.02,100.0,270.01,2.8
32.5,1548.974,148.661,3.0302,3.1907,1.06e-07,6.9e-09,127.0,97.01,100.0,270.0,2.8
33.6,1550.073,150.812,3.1532,3.3158,1.06e-07,7.06e-09,127.0,97.01,100.0,269.99,2.8
34.7,1551.185,151.94,3.0462,3.1594,1.06e-07,6.96e-09,127.01,97.01,100.0,269.99,2.8
35.8,1552.274,150.307,3.0603,3.2533,1.06e-07,6.94e-09,127.01,97.01,100.0,270.0,2.8
36.9,1553.348,153.259,3.064,3.222,1.06e-07,7.12e-09,127.01,97.01,100.0,270.0,2.8
38.0,1554.43,151.202,2.7966,3.5661,1.06e-07,7.08e-09,127.01,97.01,100.0,270.0,2.8
39.0,1555.488,150.661,2.6117,3.3471,1.06e-07,6.96e-09,127.01,97.01,100.0,270.0,2.8
40.1,1556.574,153.112,3.0668,3.1907,1.06e-07,7.08e-09,127.01,97.01,100.0,270.0,2.8
41.2,1557.655,148.409,3.0912,3.1907,1.05e-07,7.08e-09,127.02,97.01,100.0,269.99,2.8
42.3,1558.732,154.043,3.1119,3.1907,1.05e-07,7.09e-09,127.01,97.01,100.0,270.0,2.8
43.3,1559.8,151.464,3.0762,3.1907,1.05e-07,7.06e-09,127.01,97.01,100.0,270.01,2.8
44.4,1560.877,148.855,3.0772,3.1907,1.05e-07,7.09e-09,127.01,97.01,100.0,270.01,2.8
45.5,1561.962,155.818,3.1785,3.2846,1.05e-07,7.19e-09,127.01,97.01,100.0,270.0,2.8
46.6,1563.057,151.991,2.9111,3.4097,1.05e-07,7.06e-09,127.01,97.01,100.0,269.99,2.8
47.7,1564.187,154.998,3.155,3.222,1.05e-07,7.2e-09,127.02,97.01,100.0,269.99,2.8
48.8,1565.287,152.092,3.1119,3.2846,1.05e-07,7.13e-09,127.02,97.01,100.0,270.01,2.8
49.9,1566.364,149.662,3.1644,3.222,1.05e-07,7.09e-09,127.02,97.01,100.0,270.01,2.8
51.0,1567.445,150.268,3.1203,3.3158,1.05e-07,7.08e-09,127.02,97.01,100.0,270.0,2.8
52.1,1568.536,154.395,3.1269,3.2846,1.04e-07,7.11e-09,127.01,97.02,100.0,269.99,2.8
53.2,1569.622,154.002,3.1663,3.3471,1.04e-07,7.19e-09,127.01,97.01,100.0,269.99,2.8
54.2,1570.681,155.902,3.1973,3.3158,1.04e-07,7.24e-09,127.02,97.01,100.0,269.99,2.8
55.3,1571.764,153.797,3.1916,3.3158,1.04e-07,7.31e-09,127.02,97.01,100.0,270.0,2.8
56.4,1572.836,154.795,3.186,3.2846,1.04e-07,7.26e-09,127.01,97.01,100.0,270.01,2.8
57.5,1573.92,150.532,3.1485,3.3471,1.04e-07,7.13e-09,127.01,97.01,100.0,270.0,2.8
58.5,1574.982,151.974,3.1663,3.4722,1.04e-07,7.16e-09,127.01,97.01,100.0,270.0,2.8
59.6,1576.073,152.919,3.1644,3.3471,1.04e-07,7.2e-09,127.01,97.01,100.0,269.99,2.8
