block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.1,5117.796,95.331,2.5394,3.4722,1.14e-07,6.11e-09,122.59,100.91,102.07,270.0,2.4
1.2,5118.917,96.419,2.5535,3.3784,1.14e-07,6.07e-09,122.58,100.91,102.07,269.99,2.4
2.2,5119.988,94.353,2.5319,3.441,1.14e-07,6.06e-09,122.59,100.91,102.07,270.0,2.4
3.3,5121.068,95.345,2.5103,3.441,1.14e-07,6.09e-09,122.59,100.91,102.08,270.0,2.4
4.4,5122.143,94.87,2.5432,3.4097,1.14e-07,6.17e-09,122.59,100.91,102.07,270.0,2.4
5.5,5123.224,95.747,2.5291,3.4722,1.14e-07,6.1e-09,122.59,100.92,102.07,269.99,2.4
6.5,5124.279,96.013,2.6014,3.4097,1.14e-07,6.16e-09,122.59,100.91,102.07,269.99,2.4
7.6,5125.354,96.111,2.5807,3.4097,1.14e-07,6.15e-09,122.59,100.91,102.07,269.99,2.4
8.7,5126.431,96.044,2.5779,3.4097,1.14e-07,6.07e-09,122.59,100.92,102.07,270.01,2.4
9.7,5127.488,96.228,2.5535,3.4097,1.14e-07,6.04e-09,122.59,100.92,102.07,270.01,2.4
10.8,5128.574,95.224,2.5535,3.4097,1.14e-07,6.09e-09,122.59,100.92,102.07,269.99,2.4
11.9,5129.685,96.271,2.6136,3.5348,1.14e-07,6.03e-09,122.58,100.92,102.07,270.0,2.4
13.1,5130.827,96.569,2.5573,3.3784,1.14e-07,6.09e-09,122.58,100.92,102.07,270.0,2.4
14.2,5131.916,96.009,2.4934,3.5035,1.14e-07,6.15e-09,122.58,100.92,102.07,270.0,2.4
15.2,5132.973,94.565,2.5451,3.3784,1.14e-07,6.14e-09,122.58,100.92,102.07,270.01,2.4
16.3,5134.046,97.934,2.5657,3.441,1.14e-07,6.09e-09,122.57,100.91,102.07,270.0,2.4
17.4,5135.12,95.148,2.5075,3.4722,1.14e-07,6.07e-09,122.57,100.91,102.07,270.0,2.4
