block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,578.62,66.193,2.7384,3.9415,1.08e-07,6.54e-09,122.34,104.09,108.54,270.0,1.6
1.1,579.691,63.852,2.7093,3.8789,1.08e-07,6.45e-09,122.34,104.08,108.54,270.0,1.6
2.2,580.751,65.878,2.7196,3.9102,1.08e-07,6.42e-09,122.36,104.08,108.54,269.99,1.6
3.2,581.833,65.135,2.729,3.9102,1.08e-07,6.48e-09,122.34,104.09,108.54,269.99,1.6
4.3,582.92,65.022,2.7609,3.9102,1.08e-07,6.55e-09,122.33,104.09,108.54,270.0,1.6
5.4,584.0,62.481,2.7356,3.9415,1.08e-07,6.54e-09,122.33,104.09,108.54,270.0,1.6
6.5,585.079,63.897,2.7384,3.9415,1.08e-07,6.54e-09,122.34,104.09,108.54,270.01,1.6
7.5,586.141,64.171,2.729,3.9727,1.08e-07,6.52e-09,122.35,104.09,108.54,270.0,1.6
8.6,587.222,65.956,2.7205,3.9415,1.07e-07,6.44e-09,122.34,104.09,108.54,269.99,1.6
9.7,588.319,65.835,2.7149,3.9415,1.08e-07,6.41e-09,122.33,104.08,108.54,269.99,1.6
10.8,589.423,61.162,2.7177,3.9415,1.08e-07,6.47e-09,122.32,104.09,108.54,270.0,1.6
11.9,590.535,63.743,2.7281,3.9727,1.08e-07,6.42e-09,122.34,104.09,108.53,270.0,1.6
13.1,591.645,63.977,2.7356,3.9102,1.08e-07,6.47e-09,122.34,104.09,108.53,270.0,1.6
14.1,592.719,62.717,2.7055,3.9102,1.08e-07,6.52e-09,122.34,104.08,108.53,270.0,2.0
15.2,593.801,64.898,2.7149,3.9415,1.08e-07,6.52e-09,122.34,104.09,108.54,269.99,2.0
16.3,594.885,62.809,2.7374,3.9102,1.08e-07,6.44e-09,122.35,104.09,108.53,269.99,2.0
17.4,595.973,62.82,2.7468,3.9415,1.08e-07,6.4e-09,122.35,104.09,108.54,269.99,2.0
18.4,597.035,65.053,2.7449,3.9102,1.08e-07,6.47e-09,122.36,104.08,108.54,270.01,2.0
19.5,598.118,63.2,2.7449,3.9102,1.08e-07,6.42e-09,122.36,104.08,108.53,270.0,2.0
20.6,599.192,62.002,2.7215,3.9102,1.08e-07,6.47e-09,122.36,104.09,108.53,269.99,2.0
21.7,600.246,65.206,2.7299,3.8789,1.08e-07,6.52e-09,122.36,104.08,108.53,270.0,2.0
22.7,601.321,64.075,2.7187,3.8789,1.08e-07,6.5e-09,122.36,104.09,108.54,269.99,2.0
23.8,602.424,62.384,2.7281,3.8789,1.08e-07,6.44e-09,122.37,104.08,108.54,269.99,2.0
24.9,603.532,64.474,2.6971,3.8789,1.08e-07,6.53e-09,122.37,104.09,108.54,269.99,1.6
26.0,604.628,65.926,2.7271,3.9102,1.08e-07,6.43e-09,122.37,104.09,108.54,270.0,1.6
27.1,605.7,69.666,2.7327,3.8789,1.08e-07,6.41e-09,122.37,104.08,108.54,270.01,1.6
28.2,606.787,66.776,2.7215,3.9102,1.08e-07,6.47e-09,122.38,104.08,108.53,269.99,1.6
29.3,607.85,69.472,2.714,3.8789,1.08e-07,6.52e-09,122.38,104.08,108.54,270.0,1.6
30.3,608.927,66.174,2.7281,3.8789,1.08e-07,6.52e-09,122.39,104.09,108.54,269.99,1.6
31.4,610.005,65.623,2.7168,3.8789,1.07e-07,6.45e-09,122.39,104.08,108.53,269.99,1.6
