block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,6715.979,100.65,2.9214,3.6599,1.12e-07,6.17e-09,120.78,100.46,102.56,269.99,2.0
1.1,6717.058,102.931,2.8247,3.5974,1.12e-07,6.15e-09,120.78,100.45,102.56,269.99,2.0
2.2,6718.135,99.389,2.9129,3.6599,1.12e-07,6.09e-09,120.78,100.46,102.56,270.0,2.0
3.3,6719.236,97.599,2.9411,3.5974,1.12e-07,6.17e-09,120.78,100.46,102.56,270.01,2.0
4.4,6720.364,101.692,2.9373,3.6599,1.12e-07,6.09e-09,120.8,100.46,102.56,270.0,2.0
5.5,6721.468,99.531,2.9721,3.6287,1.11e-07,6.08e-09,120.79,100.46,102.56,269.99,2.0
6.6,6722.545,99.717,2.9439,3.6287,1.12e-07,6.13e-09,120.8,100.46,102.56,270.0,2.0
7.7,6723.626,101.965,2.9645,3.6599,1.12e-07,6.21e-09,120.8,100.46,102.56,269.99,2.0
8.7,6724.687,100.498,2.9289,3.6287,1.11e-07,6.17e-09,120.8,100.47,102.56,269.99,2.0
9.8,6725.778,98.971,2.9242,3.6287,1.12e-07,6.22e-09,120.8,100.47,102.56,270.0,2.0
10.9,6726.851,100.97,2.973,3.6599,1.12e-07,6.18e-09,120.8,100.47,102.56,270.0,2.0
12.0,6727.929,103.325,2.9233,3.6287,1.11e-07,6.13e-09,120.8,100.47,102.56,270.0,2.0
13.0,6728.988,100.937,2.8763,3.6599,1.12e-07,6.08e-09,120.8,100.47,102.56,270.0,2.0
14.1,6730.077,100.666,2.9336,3.6599,1.12e-07,6.16e-09,120.8,100.47,102.55,270.0,2.0
15.2,6731.146,99.932,2.896,3.6287,1.12e-07,6.23e-09,120.8,100.48,102.56,269.99,2.0
16.3,6732.244,99.387,2.9176,3.6599,1.12e-07,6.15e-09,120.8,100.49,102.56,269.99,2.0
17.4,6733.363,96.753,2.9176,3.6287,1.12e-07,6.2e-09,120.8,100.49,102.56,269.99,2.0
18.5,6734.47,101.925,2.9026,3.6287,1.12e-07,6.18e-09,120.79,100.49,102.56,270.01,2.0
