block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,2535.659,117.0,2.835,4.4733,1.13e-07,5.95e-09,127.03,107.01,110.0,270.0,2.0
1.1,2536.769,116.305,2.8088,4.5045,1.13e-07,5.98e-09,127.03,107.01,110.0,270.0,2.0
2.2,2537.879,116.397,2.8547,4.4733,1.13e-07,5.95e-09,127.03,107.0,110.0,270.01,2.0
3.3,2538.976,117.183,2.8059,4.5358,1.13e-07,5.87e-09,127.04,107.01,110.0,270.0,2.0
4.4,2540.046,118.048,2.8407,4.5045,1.14e-07,5.86e-09,127.04,107.02,110.0,270.0,2.0
5.5,2541.121,117.485,2.8538,4.5045,1.13e-07,5.92e-09,127.04,107.02,110.0,269.99,2.0
6.5,2542.181,118.178,2.836,4.5358,1.14e-07,5.96e-09,127.04,107.02,110.0,269.99,2.0
7.6,2543.27,110.622,2.8341,4.5045,1.13e-07,5.9e-09,127.04,107.02,110.0,270.0,2.0
8.7,2544.351,117.365,2.8163,4.5045,1.13e-07,5.96e-09,127.04,107.02,110.0,270.01,2.0
9.8,2545.427,117.439,2.8238,4.4733,1.13e-07,5.95e-09,127.04,107.02,110.0,270.0,2.0
10.9,2546.49,116.615,2.8257,4.4733,1.13e-07,5.86e-09,127.04,107.01,110.0,269.99,2.0
11.9,2547.571,116.699,2.8585,4.442,1.13e-07,5.85e-09,127.04,107.01,110.0,269.99,2.0
13.0,2548.638,114.1,2.8275,4.4733,1.13e-07,5.91e-09,127.04,107.01,110.0,270.0,2.0
14.1,2549.743,115.655,2.8247,4.5358,1.14e-07,5.86e-09,127.03,107.01,110.0,270.0,2.0
15.2,2550.862,116.131,2.805,4.4733,1.14e-07,5.92e-09,127.03,107.01,110.0,270.01,2.0
16.3,2551.968,118.734,2.8135,4.5045,1.14e-07,5.97e-09,127.04,107.01,110.0,270.0,2.0
17.4,2553.046,112.854,2.8228,4.5045,1.13e-07,5.95e-09,127.02,107.01,110.0,269.99,2.0
18.5,2554.131,116.251,2.8585,4.5045,1.14e-07,5.88e-09,127.02,107.0,110.0,269.99,2.0
19.6,2555.199,116.691,2.8163,4.5045,1.13e-07,5.95e-09,127.02,107.01,110.0,270.0,2.0
20.7,2556.288,116.307,2.8097,4.5358,1.13e-07,5.87e-09,127.02,107.01,110.0,270.01,2.0
21.7,2557.381,115.391,2.8172,4.5045,1.13e-07,5.87e-09,127.01,107.01,110.0,270.01,2.0
22.8,2558.456,113.238,2.8275,4.5045,1.13e-07,5.92e-09,127.01,107.01,110.0,270.0,2.0
23.9,2559.535,115.448,2.805,4.5045,1.13e-07,5.96e-09,127.01,107.01,110.0,269.99,2.0
25.0,2560.597,115.829,2.8144,4.5045,1.13e-07,5.95e-09,127.0,107.02,110.0,269.99,2.0
26.0,2561.673,118.741,2.8472,4.5045,1.13e-07,5.88e-09,127.0,107.01,110.0,269.99,2.0
27.2,2562.79,114.42,2.836,4.4733,1.13e-07,5.95e-09,127.0,107.02,110.0,270.0,2.0
28.3,2563.902,111.763,2.8069,4.4733,1.13e-07,5.88e-09,127.0,107.01,110.0,269.99,2.0
29.4,2564.998,117.388,2.8135,4.4733,1.14e-07,5.84e-09,127.0,107.01,110.0,270.01,2.0
30.4,2566.08,115.583,2.8135,4.442,1.13e-07,5.92e-09,127.0,107.01,110.0,270.01,2.0
31.5,2567.152,114.948,2.8313,4.5045,1.13e-07,5.98e-09,127.0,107.01,110.0,270.0,2.0
32.6,2568.226,116.167,2.8069,4.4733,1.13e-07,5.91e-09,127.0,107.01,110.0,269.99,2.0
