block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,6867.601,143.391,2.9317,3.9727,1.17e-07,7.31e-09,120.0,96.99,95.0,270.0,3.2
1.1,6868.677,144.897,2.8848,3.8476,1.18e-07,7.32e-09,120.0,96.99,95.0,270.01,3.2
2.2,6869.77,142.312,2.8623,3.8789,1.18e-07,7.41e-09,120.0,96.99,95.0,270.0,3.2
3.3,6870.837,142.543,3.4478,4.4733,1.17e-07,7.43e-09,120.0,96.99,95.0,269.99,3.2
4.3,6871.913,144.275,3.0406,3.7538,1.17e-07,7.26e-09,120.0,96.99,95.0,269.99,3.2
5.4,6872.986,143.378,2.7403,3.7851,1.17e-07,7.91e-09,120.0,97.0,95.0,269.99,3.2
6.5,6874.071,142.117,2.927,3.8163,1.17e-07,7.31e-09,120.0,96.99,95.0,270.0,3.2
7.6,6875.136,143.809,3.0302,4.1917,1.17e-07,7.45e-09,120.0,97.0,95.0,270.0,3.2
8.7,6876.226,146.847,3.0265,3.5974,1.17e-07,7.5e-09,120.0,97.0,95.0,269.99,3.2
9.8,6877.322,143.977,2.8257,3.5035,1.17e-07,7.34e-09,120.01,97.0,95.0,270.0,3.2
10.9,6878.466,127.676,2.7262,3.7225,1.15e-07,7.58e-09,120.0,97.01,95.0,270.0,3.2
12.0,6879.57,143.794,3.0124,3.5661,1.17e-07,7.42e-09,120.0,97.01,95.0,270.01,3.2
13.1,6880.632,141.189,3.003,4.1292,1.18e-07,7.25e-09,120.0,97.01,95.0,270.0,3.2
14.1,6881.712,143.356,3.0115,4.8486,1.15e-07,7.65e-09,120.0,97.02,95.0,269.99,3.2
15.2,6882.801,141.933,2.7525,4.1917,1.17e-07,7.37e-09,120.0,97.02,95.0,269.99,3.2
16.3,6883.883,139.175,3.065,4.4107,1.17e-07,7.45e-09,120.0,97.02,95.0,269.99,3.6
17.4,6884.965,142.49,2.973,3.7538,1.18e-07,7.78e-09,120.0,97.02,95.0,270.01,3.6
18.5,6886.028,140.694,2.8388,3.5974,1.18e-07,7.22e-09,120.0,97.01,95.0,270.0,3.6
19.5,6887.11,140.776,3.0302,4.004,1.17e-07,7.45e-09,120.0,97.01,95.0,269.99,3.6
20.6,6888.178,143.292,2.79,3.5974,1.18e-07,7.31e-09,120.0,97.01,95.0,270.0,3.6
21.7,6889.265,119.341,2.7083,3.5348,1.15e-07,7.94e-09,120.0,97.01,95.0,269.99,3.6
22.8,6890.374,141.38,2.9514,4.0979,1.17e-07,7.35e-09,120.0,97.01,95.0,269.99,3.6
23.9,6891.489,142.311,2.9824,4.1604,1.18e-07,7.71e-09,120.0,97.01,95.0,270.0,3.6
25.0,6892.599,141.982,3.0546,4.2543,1.17e-07,7.49e-09,120.0,97.01,95.0,270.0,3.6
26.1,6893.676,148.455,2.9721,4.1604,1.16e-07,7.46e-09,120.0,97.01,95.0,270.0,3.2
27.2,6894.764,145.821,2.7872,3.7851,1.17e-07,7.29e-09,120.0,97.01,95.0,270.0,3.2
28.3,6895.832,137.392,2.7759,3.8789,1.14e-07,7.87e-09,120.0,97.01,95.0,269.99,3.2
29.3,6896.917,138.595,2.8932,4.1292,1.17e-07,7.37e-09,120.0,97.01,95.0,269.99,3.2
30.4,6897.988,144.871,2.7647,3.5661,1.15e-07,7.43e-09,120.0,97.01,95.0,269.99,3.2
31.5,6899.07,142.873,2.8228,3.9727,1.18e-07,7.25e-09,120.0,97.02,95.0,269.99,3.2
32.6,6900.128,145.314,2.912,3.7851,1.17e-07,7.83e-09,120.0,97.01,95.0,270.0,3.2
33.6,6901.201,146.557,3.3868,4.6297,1.16e-07,7.4e-09,120.0,97.01,95.0,270.01,3.2
34.7,6902.279,140.165,2.9824,3.9102,1.17e-07,7.32e-09,120.0,97.01,95.0,270.01,3.2
35.8,6903.393,142.181,2.8482,3.5348,1.18e-07,7.52e-09,120.0,97.01,95.0,269.99,3.2
36.9,6904.504,130.375,2.6821,3.5348,1.17e-07,7.35e-09,120.0,97.01,95.0,269.99,3.6
38.0,6905.614,142.214,2.9523,3.6912,1.17e-07,7.41e-09,120.0,97.01,95.0,270.0,3.6
39.1,6906.682,143.536,3.3662,4.4733,1.16e-07,7.43e-09,120.0,97.01,95.0,270.0,3.6
40.2,6907.765,146.385,3.3972,4.3794,1.17e-07,7.38e-09,120.0,97.01,95.0,270.0,3.6
41.3,6908.833,142.84,2.9411,4.1917,1.17e-07,7.33e-09,120.0,97.01,95.0,270.01,3.6
42.3,6909.901,140.613,3.0575,4.2856,1.17e-07,7.29e-09,120.0,97.01,95.0,270.0,3.6
43.4,6910.98,129.025,2.7374,3.5661,1.15e-07,7.99e-09,120.0,97.01,95.0,269.99,3.6
44.5,6912.07,141.408,3.4037,4.7235,1.17e-07,7.93e-09,120.0,97.01,95.0,269.99,3.6
45.6,6913.132,143.794,3.384,4.5671,1.15e-07,7.42e-09,120.0,97.01,95.0,269.99,3.6
46.6,6914.212,142.058,2.8585,4.004,1.18e-07,7.28e-09,120.01,97.01,95.0,269.99,3.2
47.7,6915.295,126.725,2.7121,3.6912,1.17e-07,7.97e-09,120.0,97.01,95.0,270.0,3.2
48.8,6916.417,124.369,2.8857,3.8789,1.17e-07,7.36e-09,120.0,97.01,95.0,270.0,3.2
50.0,6917.535,132.215,2.713,3.5661,1.18e-07,7.28e-09,120.0,97.01,95.0,269.99,3.2
51.1,6918.636,124.024,2.6962,3.8163,1.18e-07,7.75e-09,120.0,97.01,95.0,269.99,3.2
52.1,6919.712,144.834,2.8416,4.1917,1.17e-07,7.3e-09,120.0,97.01,95.0,270.0,3.2
53.2,6920.803,139.203,2.8979,3.6287,1.18e-07,7.23e-09,120.0,97.01,95.0,270.0,3.2
54.3,6921.881,141.662,2.9101,3.9415,1.17e-07,7.8e-09,120.0,97.01,95.0,270.0,3.2
55.4,6922.965,145.145,2.9045,3.7225,1.17e-07,7.36e-09,120.0,97.01,95.0,269.99,3.2
56.5,6924.029,145.683,3.0021,4.0979,1.17e-07,7.33e-09,120.0,97.01,95.0,270.0,3.2
57.6,6925.126,140.948,2.9514,3.9415,1.17e-07,7.32e-09,120.0,97.01,95.0,269.99,3.2
58.6,6926.201,141.202,2.9129,3.7225,1.17e-07,7.41e-09,120.0,97.01,95.0,269.99,3.2
59.7,6927.281,142.377,2.9852,4.1292,1.17e-07,7.22e-09,120.0,97.01,95.0,270.0,3.2
