block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,5573.59,97.863,2.4991,3.5661,1.13e-07,5.74e-09,120.92,110.01,97.01,270.01,4.8
1.1,5574.669,94.798,2.5169,3.6912,1.13e-07,5.67e-09,120.91,110.01,97.01,270.0,4.8
2.2,5575.737,99.071,2.5422,3.6912,1.13e-07,5.68e-09,120.91,110.01,97.01,269.99,4.8
3.3,5576.817,92.023,2.5376,3.6599,1.14e-07,5.75e-09,120.92,110.01,97.01,269.99,4.8
4.3,5577.908,95.482,2.5432,3.6912,1.14e-07,5.69e-09,120.92,110.0,97.01,270.0,4.8
5.5,5579.022,99.834,2.6755,3.6912,1.14e-07,5.74e-09,120.92,110.0,97.01,270.0,4.8
6.6,5580.138,93.769,2.5676,3.6912,1.13e-07,5.79e-09,120.92,110.0,97.01,270.0,4.8
7.7,5581.215,95.064,2.7421,3.5974,1.14e-07,5.72e-09,120.92,109.99,97.01,270.01,4.8
8.7,5582.296,103.24,2.5263,3.6912,1.13e-07,5.68e-09,120.92,110.0,97.01,270.0,4.8
9.8,5583.377,109.052,2.5103,3.6912,1.14e-07,5.75e-09,120.91,109.99,97.01,269.99,4.8
10.9,5584.46,93.435,2.5235,3.6912,1.13e-07,5.69e-09,120.91,109.99,97.02,269.99,4.8
12.0,5585.524,99.721,2.5995,3.6599,1.13e-07,5.69e-09,120.92,110.0,97.02,269.99,4.8
13.0,5586.608,98.064,2.4972,3.6599,1.13e-07,5.74e-09,120.92,110.0,97.01,269.99,4.8
14.1,5587.688,100.708,2.5,3.6599,1.14e-07,5.8e-09,120.91,110.0,97.01,270.01,4.8
15.2,5588.762,103.7,2.4878,3.6912,1.13e-07,5.75e-09,120.91,110.0,97.01,270.01,4.8
16.3,5589.831,103.011,2.5075,3.6287,1.14e-07,5.78e-09,120.91,110.0,97.01,270.0,4.8
17.4,5590.929,93.62,2.501,3.7225,1.13e-07,5.74e-09,120.91,110.0,97.01,269.99,4.8
18.5,5592.065,96.426,2.653,3.6287,1.13e-07,5.7e-09,120.91,110.01,97.01,269.99,4.8
19.6,5593.177,92.844,2.5676,3.6912,1.14e-07,5.68e-09,120.91,110.0,97.01,270.01,4.8
20.7,5594.234,93.383,2.5319,3.6599,1.14e-07,5.76e-09,120.91,110.01,97.01,270.0,4.8
21.8,5595.317,96.26,2.5469,3.6912,1.14e-07,5.83e-09,120.92,110.0,97.01,270.0,4.8
22.8,5596.398,97.733,2.5976,3.5974,1.13e-07,5.85e-09,120.91,110.0,97.01,270.01,4.8
23.9,5597.475,104.49,2.6032,3.6287,1.14e-07,5.81e-09,120.92,110.0,97.01,269.99,4.8
25.0,5598.533,95.488,2.4784,3.6287,1.13e-07,5.75e-09,120.92,110.0,97.01,269.99,4.8
26.1,5599.617,100.403,2.6614,3.5974,1.13e-07,5.71e-09,120.92,110.0,97.01,269.99,4.8
27.1,5600.699,103.766,2.6258,3.6287,1.13e-07,5.7e-09,120.92,109.99,97.01,269.99,4.8
28.2,5601.773,95.537,2.4841,3.6912,1.13e-07,5.76e-09,120.92,110.0,97.01,270.0,4.8
29.3,5602.834,99.793,2.5094,3.6912,1.13e-07,5.7e-09,120.92,110.0,97.01,269.99,4.8
30.4,5603.922,93.237,2.5826,3.6912,1.13e-07,5.76e-09,120.92,110.0,97.01,270.01,4.8
31.5,5605.038,101.404,2.622,3.6599,1.13e-07,5.81e-09,120.92,110.0,97.01,270.0,4.8
32.6,5606.171,104.035,2.4916,3.7225,1.14e-07,5.77e-09,120.91,110.0,97.01,270.0,4.8
33.7,5607.238,92.524,2.4831,3.5974,1.13e-07,5.73e-09,120.92,110.0,97.01,270.0,4.8
34.8,5608.321,91.54,2.5751,3.7225,1.13e-07,5.7e-09,120.91,110.0,97.01,270.0,4.8
35.8,5609.404,95.429,2.683,3.6599,1.13e-07,5.7e-09,120.91,110.0,97.01,270.0,4.8
36.9,5610.485,93.824,2.5094,3.6599,1.14e-07,5.71e-09,120.91,110.0,97.01,270.0,4.8
38.0,5611.562,99.024,2.7656,3.5974,1.13e-07,5.75e-09,120.91,110.0,97.01,270.0,4.8
39.1,5612.629,100.835,2.5676,3.6599,1.13e-07,5.8e-09,120.91,110.0,97.01,269.99,4.8
40.2,5613.715,92.794,2.4812,3.5974,1.13e-07,5.78e-09,120.91,110.0,97.01,269.99,4.8
41.2,5614.793,103.166,2.5535,3.5974,1.14e-07,5.71e-09,120.91,110.0,97.01,269.99,4.8
42.3,5615.878,93.342,2.591,3.6912,1.13e-07,5.77e-09,120.91,110.0,97.01,270.0,4.8
43.4,5616.957,93.2,2.4756,3.5661,1.13e-07,5.72e-09,120.92,110.0,97.01,270.01,4.8
44.5,5618.084,96.216,2.5094,3.5974,1.13e-07,5.72e-09,120.91,110.0,97.01,270.0,4.8
45.6,5619.195,100.506,2.5948,3.6599,1.14e-07,5.76e-09,120.91,110.0,97.02,269.99,4.8
46.7,5620.278,99.473,2.6267,3.6287,1.13e-07,5.82e-09,120.92,110.0,97.01,269.99,4.8
47.8,5621.339,94.307,2.6342,3.6599,1.14e-07,5.75e-09,120.91,110.0,97.01,270.0,4.8
48.9,5622.426,113.876,2.5178,3.6287,1.14e-07,5.8e-09,120.92,110.0,97.01,270.0,4.8
49.9,5623.512,107.928,2.6417,3.6599,1.13e-07,5.79e-09,120.92,110.0,97.01,270.01,4.8
51.0,5624.588,101.219,2.5056,3.6599,1.13e-07,5.72e-09,120.92,110.0,97.01,270.0,4.8
52.1,5625.667,93.47,2.516,3.6599,1.14e-07,5.72e-09,120.92,110.0,97.01,270.0,4.8
53.2,5626.727,96.438,2.5441,3.6912,1.14e-07,5.78e-09,120.92,110.0,97.01,270.0,4.8
54.2,5627.809,100.38,2.5854,3.5974,1.14e-07,5.82e-09,120.92,110.0,97.01,269.99,4.8
55.3,5628.897,96.479,2.5535,3.6912,1.14e-07,5.78e-09,120.92,110.0,97.01,269.99,4.8
56.4,5629.984,101.269,2.4963,3.5974,1.14e-07,5.83e-09,120.92,110.0,97.01,269.99,4.8
57.5,5631.109,102.298,2.5085,3.6287,1.13e-07,5.8e-09,120.92,110.0,97.01,270.01,4.8
