block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,10949.982,136.609,3.3953,4.7548,1.03e-07,6.84e-09,123.6,101.41,102.37,269.99,2.8
1.0,10951.015,149.447,3.3756,4.7861,1.03e-07,6.83e-09,123.6,101.41,102.39,269.99,2.8
2.1,10952.069,151.603,3.4131,4.7235,1.03e-07,6.83e-09,123.6,101.41,102.37,270.01,2.8
3.1,10953.108,151.564,3.3962,4.6922,1.03e-07,6.82e-09,123.6,101.41,102.37,270.02,2.8
4.2,10954.138,156.292,3.3944,4.7861,1.03e-07,6.84e-09,123.6,101.41,102.37,270.0,2.8
5.2,10955.192,156.378,3.4356,4.7861,1.03e-07,6.85e-09,123.61,101.41,102.37,269.99,2.8
6.2,10956.222,149.988,3.4263,4.6609,1.03e-07,6.84e-09,123.6,101.41,102.37,270.0,2.8
7.3,10957.272,152.812,3.3746,4.8173,1.03e-07,6.82e-09,123.6,101.4,102.38,270.0,2.8
8.3,10958.318,156.407,3.4009,4.6609,1.03e-07,6.8e-09,123.6,101.4,102.37,270.0,2.8
9.4,10959.369,157.152,3.3868,4.6922,1.03e-07,6.81e-09,123.6,101.4,102.39,269.99,2.8
10.4,10960.406,148.6,3.3859,4.6609,1.03e-07,6.85e-09,123.6,101.41,102.39,269.99,2.8
11.5,10961.478,150.061,3.4131,4.6609,1.03e-07,6.84e-09,123.6,101.41,102.39,270.0,2.8
12.6,10962.538,148.661,3.338,4.7548,1.03e-07,6.85e-09,123.6,101.4,102.4,270.0,2.8
13.6,10963.621,147.286,3.4,4.6922,1.03e-07,6.84e-09,123.6,101.4,102.37,270.01,2.8
14.7,10964.69,151.729,3.3944,4.7235,1.03e-07,6.82e-09,123.6,101.4,102.37,270.0,2.8
15.8,10965.737,144.914,3.3446,4.6297,1.03e-07,6.8e-09,123.6,101.4,102.38,269.99,2.8
16.8,10966.78,156.375,3.3521,4.6609,1.03e-07,6.83e-09,123.59,101.4,102.38,269.99,2.8
17.8,10967.815,146.135,3.3962,4.7235,1.03e-07,6.84e-09,123.59,101.4,102.39,270.01,2.8
18.9,10968.87,161.213,3.4525,4.6297,1.03e-07,6.85e-09,123.6,101.4,102.4,270.01,2.8
19.9,10969.909,140.906,3.3803,4.6297,1.03e-07,6.81e-09,123.6,101.4,102.37,270.0,2.8
21.0,10970.959,147.811,3.4272,4.6609,1.03e-07,6.79e-09,123.6,101.4,102.38,270.0,2.8
22.0,10971.992,155.549,3.3915,4.6297,1.03e-07,6.83e-09,123.6,101.4,102.37,270.0,2.8
