block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,4797.48,131.388,2.9129,4.5984,1.08e-07,5.77e-09,120.58,102.12,100.67,269.99,2.4
1.0,4798.526,139.991,2.9486,4.6922,1.09e-07,5.83e-09,120.58,102.13,100.67,269.99,2.4
2.1,4799.568,115.963,2.9927,4.5984,1.08e-07,5.92e-09,120.58,102.13,100.67,270.0,2.4
3.1,4800.614,132.988,2.9946,4.5671,1.08e-07,5.92e-09,120.58,102.13,100.67,270.01,2.4
4.2,4801.654,140.916,3.0068,4.7235,1.08e-07,5.84e-09,120.57,102.13,100.67,270.01,2.8
5.2,4802.685,118.762,2.9871,4.5045,1.08e-07,5.78e-09,120.57,102.13,100.67,270.0,2.8
6.3,4803.736,117.829,3.0321,4.5045,1.08e-07,5.87e-09,120.58,102.14,100.67,270.0,2.8
7.3,4804.767,125.956,2.9777,4.5984,1.08e-07,5.93e-09,120.58,102.14,100.67,270.0,2.8
8.3,4805.821,137.43,2.9157,4.5358,1.08e-07,5.86e-09,120.58,102.14,100.67,269.99,2.8
9.4,4806.855,124.662,2.9176,4.5671,1.08e-07,5.91e-09,120.57,102.14,100.67,269.99,2.8
10.4,4807.91,131.359,2.8951,4.5358,1.08e-07,5.94e-09,120.56,102.14,100.67,270.0,2.8
11.5,4808.943,142.423,2.9242,4.5671,1.08e-07,5.82e-09,120.56,102.14,100.67,270.0,2.8
12.5,4809.979,132.29,2.9824,4.5984,1.08e-07,5.81e-09,120.56,102.14,100.67,270.01,2.8
13.6,4811.031,120.035,2.9045,4.6922,1.08e-07,5.81e-09,120.56,102.13,100.67,270.0,2.8
14.6,4812.069,135.473,2.9336,4.5358,1.08e-07,5.91e-09,120.56,102.13,100.67,269.99,2.4
15.7,4813.131,119.982,2.9674,4.5358,1.08e-07,5.93e-09,120.55,102.13,100.67,270.0,2.4
16.7,4814.186,126.161,3.0133,4.3481,1.08e-07,5.85e-09,120.55,102.13,100.67,269.99,2.4
17.8,4815.255,125.891,2.9824,4.5984,1.08e-07,5.81e-09,120.55,102.13,100.67,269.99,2.4
18.9,4816.334,114.013,2.8369,4.5984,1.08e-07,5.84e-09,120.54,102.13,100.67,270.0,2.4
19.9,4817.39,137.132,3.0434,4.4733,1.08e-07,5.78e-09,120.54,102.14,100.67,270.01,2.4
21.0,4818.435,141.674,2.9983,4.5045,1.08e-07,5.82e-09,120.54,102.13,100.67,269.99,2.4
22.0,4819.469,110.451,2.9786,4.4107,1.08e-07,5.89e-09,120.54,102.14,100.67,269.99,2.4
23.0,4820.518,126.138,2.9927,4.4733,1.08e-07,5.9e-09,120.54,102.13,100.67,269.99,2.4
24.1,4821.552,139.918,2.9796,4.5045,1.08e-07,5.85e-09,120.54,102.13,100.67,269.99,2.4
25.1,4822.583,122.836,2.9514,4.442,1.08e-07,5.78e-09,120.54,102.14,100.67,270.0,2.4
