block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.1,8526.472,56.316,2.3039,6.006,1.29e-07,6.71e-09,121.22,109.96,95.0,269.99,6.4
1.2,8527.584,49.326,2.2588,5.9122,1.29e-07,6.69e-09,121.22,109.96,95.0,270.0,6.0
2.3,8528.715,36.419,2.256,5.9748,1.29e-07,6.61e-09,121.22,109.96,95.0,269.99,6.0
3.4,8529.808,51.782,2.3142,5.9435,1.29e-07,6.74e-09,121.22,109.97,95.0,270.0,6.0
4.5,8530.891,28.48,2.241,5.9748,1.3e-07,6.4e-09,121.22,109.98,95.0,270.01,6.0
5.6,8531.968,33.669,2.3076,5.9748,1.31e-07,6.44e-09,121.22,109.98,95.0,270.0,6.0
6.6,8533.048,49.232,1.9782,5.5368,1.29e-07,6.66e-09,121.22,109.98,95.0,270.0,6.0
7.7,8534.115,43.732,2.3142,5.9748,1.3e-07,6.79e-09,121.22,109.98,95.0,269.99,6.0
8.8,8535.202,48.17,1.9032,5.3804,1.32e-07,6.64e-09,121.22,109.98,95.0,269.99,6.0
9.9,8536.3,49.966,2.0345,5.7558,1.31e-07,6.61e-09,121.22,109.99,95.0,269.99,6.0
11.0,8537.379,53.158,2.1669,5.9122,1.29e-07,6.71e-09,121.22,109.99,95.0,270.01,6.0
12.0,8538.457,48.048,2.3461,5.8496,1.3e-07,6.62e-09,121.22,110.0,95.0,270.01,6.4
13.1,8539.549,39.459,2.3001,5.9435,1.3e-07,6.76e-09,121.22,110.0,95.0,270.0,6.4
14.2,8540.663,42.001,2.1547,5.9435,1.29e-07,6.63e-09,121.22,110.0,95.0,269.99,6.4
15.4,8541.771,52.782,1.9642,5.3179,1.29e-07,6.76e-09,121.22,110.01,95.0,269.99,6.4
16.4,8542.845,46.405,2.3489,5.9435,1.29e-07,6.73e-09,121.21,110.01,95.0,269.99,6.4
17.5,8543.907,50.331,2.2861,5.9435,1.3e-07,6.7e-09,121.22,110.01,95.0,270.0,6.4
18.6,8544.986,50.416,2.287,5.9122,1.3e-07,6.75e-09,121.22,110.01,95.0,270.01,6.4
19.7,8546.073,50.446,2.302,5.9435,1.29e-07,6.74e-09,121.22,110.0,95.0,270.01,6.4
20.7,8547.158,46.235,2.3151,5.8184,1.3e-07,6.72e-09,121.22,110.0,95.0,270.0,6.4
21.8,8548.242,42.429,2.2814,5.8809,1.29e-07,6.55e-09,121.22,110.0,95.0,269.99,6.4
22.9,8549.303,50.56,2.3245,5.8496,1.3e-07,6.74e-09,121.22,110.0,95.0,269.99,6.4
24.0,8550.384,47.906,2.2945,5.9435,1.29e-07,6.65e-09,121.22,110.0,95.0,270.0,6.4
25.1,8551.467,48.847,2.3508,5.9122,1.29e-07,6.63e-09,121.22,110.0,95.0,270.01,6.4
26.2,8552.584,50.771,2.3058,5.7558,1.29e-07,6.68e-09,121.22,110.0,95.0,270.01,6.4
27.3,8553.715,48.001,2.2175,5.9435,1.29e-07,6.65e-09,121.22,110.0,95.0,270.0,6.4
28.4,8554.813,49.759,2.1359,5.7558,1.29e-07,6.63e-09,121.22,110.0,95.0,269.99,6.4
