block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,686.924,81.362,2.8857,3.9727,1.04e-07,6.06e-09,119.22,100.26,102.32,269.99,2.0
1.0,687.96,83.194,2.8989,4.004,1.03e-07,5.98e-09,119.22,100.26,102.32,269.99,2.0
2.1,689.016,80.283,2.8904,3.9727,1.03e-07,5.95e-09,119.22,100.26,102.32,269.99,2.0
3.1,690.05,83.708,2.8867,4.004,1.03e-07,6.01e-09,119.22,100.26,102.32,270.0,2.0
4.2,691.087,81.855,2.8904,3.9727,1.04e-07,6.08e-09,119.22,100.25,102.32,270.0,2.0
5.2,692.141,82.477,2.896,4.004,1.04e-07,6.06e-09,119.22,100.25,102.32,270.0,2.0
6.2,693.171,86.305,2.8763,4.0353,1.04e-07,6.08e-09,119.22,100.24,102.32,270.01,2.0
7.3,694.235,84.854,2.8801,4.0353,1.04e-07,6.05e-09,119.22,100.24,102.32,269.99,2.0
8.3,695.271,78.805,2.9157,4.004,1.04e-07,5.98e-09,119.22,100.24,102.32,269.99,2.0
9.4,696.329,79.913,2.8942,4.004,1.04e-07,5.96e-09,119.22,100.24,102.32,269.99,2.0
10.4,697.365,82.229,2.8801,4.004,1.03e-07,6e-09,119.2,100.24,102.32,269.99,2.0
11.5,698.422,85.453,2.9007,4.0353,1.03e-07,6.08e-09,119.21,100.24,102.32,270.0,2.0
12.5,699.46,82.844,2.8716,4.0666,1.04e-07,6.05e-09,119.21,100.24,102.32,270.01,2.0
13.6,700.508,80.707,2.8763,4.004,1.04e-07,5.98e-09,119.21,100.24,102.32,270.02,2.0
14.6,701.549,84.658,2.8998,4.004,1.04e-07,5.96e-09,119.2,100.24,102.32,269.99,2.0
15.7,702.625,84.752,2.8763,4.004,1.04e-07,6e-09,119.2,100.25,102.32,269.99,2.0
16.8,703.678,84.47,2.8754,4.0353,1.04e-07,5.96e-09,119.2,100.25,102.32,269.99,2.0
17.8,704.76,82.546,2.8763,4.004,1.04e-07,6.01e-09,119.2,100.24,102.32,269.99,2.0
18.9,705.825,82.714,2.8913,4.004,1.04e-07,6.07e-09,119.2,100.25,102.32,269.99,2.0
19.9,706.857,83.261,2.8923,3.9415,1.04e-07,6.05e-09,119.2,100.25,102.31,270.0,2.0
21.0,707.888,85.511,2.8754,4.0353,1.04e-07,5.98e-09,119.2,100.24,102.32,270.01,2.0
22.0,708.936,85.075,2.8538,4.0353,1.04e-07,5.94e-09,119.2,100.24,102.32,270.01,2.0
23.1,709.974,81.55,2.8895,4.004,1.04e-07,5.99e-09,119.21,100.24,102.32,270.0,2.0
24.1,711.036,83.648,2.8904,4.0353,1.04e-07,6.05e-09,119.21,100.24,102.32,269.99,2.0
25.1,712.069,85.89,2.8688,4.004,1.04e-07,6.03e-09,119.21,100.24,102.32,269.99,2.0
26.2,713.127,84.464,2.8735,4.004,1.04e-07,5.97e-09,119.21,100.24,102.32,270.0,2.0
27.2,714.166,85.837,2.8951,4.004,1.03e-07,5.94e-09,119.22,100.24,102.32,270.01,2.0
28.3,715.226,80.078,2.9064,4.004,1.04e-07,5.96e-09,119.21,100.24,102.32,270.01,2.0
29.3,716.259,85.056,2.8857,4.004,1.04e-07,5.93e-09,119.21,100.24,102.32,270.0,2.0
30.4,717.29,81.314,2.8923,3.9415,1.04e-07,6e-09,119.21,100.24,102.32,269.99,2.0
31.4,718.337,83.955,2.8763,3.9727,1.03e-07,6.05e-09,119.22,100.24,102.32,269.99,2.0
32.5,719.376,84.614,2.8979,3.9727,1.03e-07,6.04e-09,119.22,100.25,102.32,270.0,2.0
33.5,720.428,81.727,2.9017,3.9727,1.04e-07,5.97e-09,119.21,100.25,102.32,270.01,2.0
34.5,721.466,80.032,2.8782,4.004,1.04e-07,5.92e-09,119.21,100.25,102.32,270.01,2.0
35.6,722.511,84.371,2.9007,3.9727,1.04e-07,5.99e-09,119.21,100.25,102.31,270.01,2.0
36.6,723.543,81.842,2.882,3.9415,1.04e-07,6.05e-09,119.2,100.25,102.31,270.0,1.6
37.7,724.588,81.421,2.8791,4.004,1.04e-07,6.02e-09,119.2,100.24,102.32,269.99,1.6
38.7,725.656,80.035,2.8932,4.004,1.04e-07,5.95e-09,119.2,100.24,102.32,269.99,1.6
39.8,726.731,83.561,2.8876,4.004,1.03e-07,6.03e-09,119.2,100.24,102.32,270.0,1.6
40.9,727.791,82.542,2.8773,4.0353,1.04e-07,5.96e-09,119.2,100.24,102.32,270.0,1.6
41.9,728.852,82.733,2.881,4.004,1.04e-07,5.94e-09,119.21,100.24,102.32,270.01,1.6
43.0,729.888,81.053,2.8791,3.9415,1.04e-07,5.98e-09,119.2,100.24,102.32,270.01,1.6
44.0,730.934,81.415,2.851,3.9727,1.04e-07,6.07e-09,119.2,100.24,102.32,269.99,1.6
45.0,731.968,84.805,2.8745,4.004,1.04e-07,6.04e-09,119.2,100.24,102.32,269.99,1.6
46.1,733.025,81.992,2.8923,3.9727,1.03e-07,5.98e-09,119.2,100.24,102.32,270.0,1.6
47.1,734.058,83.854,2.8904,4.004,1.03e-07,5.92e-09,119.21,100.24,102.32,270.0,1.6
48.2,735.112,85.685,2.8538,4.004,1.04e-07,5.99e-09,119.2,100.24,102.32,270.01,1.6
49.2,736.149,81.725,2.881,3.9727,1.03e-07,6.05e-09,119.21,100.24,102.32,270.01,1.6
50.3,737.183,83.024,2.8829,3.9727,1.04e-07,5.99e-09,119.21,100.24,102.32,270.0,1.6
51.3,738.237,82.971,2.9054,3.9415,1.04e-07,6.05e-09,119.21,100.24,102.32,269.99,1.6
52.3,739.269,81.365,2.8904,4.004,1.04e-07,6.03e-09,119.21,100.24,102.32,269.99,1.6
53.4,740.318,86.574,2.8923,3.9727,1.03e-07,5.98e-09,119.21,100.24,102.32,269.99,1.6
54.4,741.35,83.142,2.8885,3.9727,1.04e-07,5.93e-09,119.21,100.25,102.32,269.99,1.6
55.5,742.386,78.997,2.866,3.9727,1.04e-07,5.97e-09,119.21,100.24,102.31,270.01,1.6
56.5,743.45,78.147,2.896,3.9727,1.03e-07,6.05e-09,119.21,100.24,102.32,270.0,2.0
57.6,744.48,85.711,2.8454,4.004,1.04e-07,6.04e-09,119.21,100.24,102.32,270.0,2.0
58.6,745.531,81.961,2.8547,3.9727,1.04e-07,5.96e-09,119.21,100.24,102.32,270.0,2.0
59.6,746.571,81.559,2.8726,3.9727,1.04e-07,6.03e-09,119.2,100.24,102.32,269.99,2.0
