block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,2655.917,75.04,2.8341,4.2543,1.07e-07,6.61e-09,117.01,104.45,100.0,269.99,2.4
1.1,2656.985,75.418,2.8454,4.2543,1.07e-07,6.53e-09,117.01,104.45,100.0,269.99,2.4
2.2,2658.088,76.144,2.8397,4.3168,1.07e-07,6.52e-09,117.01,104.45,100.0,269.99,2.4
3.3,2659.207,74.6,2.8604,4.3168,1.07e-07,6.51e-09,117.01,104.45,100.0,270.0,2.4
4.4,2660.304,76.356,2.8491,4.2856,1.07e-07,6.52e-09,117.01,104.45,100.0,270.0,2.4
5.5,2661.376,73.725,2.8454,4.2543,1.07e-07,6.61e-09,117.01,104.45,100.0,270.01,2.4
6.6,2662.459,75.254,2.8519,4.223,1.07e-07,6.69e-09,117.01,104.45,100.0,269.99,2.4
7.6,2663.525,75.946,2.8501,4.223,1.07e-07,6.61e-09,117.01,104.46,100.0,270.0,2.4
8.7,2664.609,71.185,2.836,4.2856,1.07e-07,6.53e-09,117.01,104.45,100.0,269.99,2.4
9.8,2665.694,72.766,2.866,4.2543,1.07e-07,6.61e-09,117.01,104.45,100.0,270.0,2.4
10.9,2666.769,75.213,2.8679,4.3168,1.07e-07,6.52e-09,117.02,104.45,100.0,270.0,2.4
11.9,2667.83,73.155,2.8519,4.2856,1.07e-07,6.52e-09,117.02,104.45,100.0,270.0,2.4
13.0,2668.909,75.261,2.8416,4.2543,1.07e-07,6.57e-09,117.01,104.45,100.0,270.01,2.4
14.1,2669.997,76.251,2.835,4.2543,1.07e-07,6.65e-09,117.01,104.46,100.0,269.99,2.4
15.2,2671.122,73.978,2.8219,4.2543,1.07e-07,6.61e-09,117.02,104.45,100.0,269.99,2.4
16.4,2672.242,75.438,2.8501,4.2543,1.07e-07,6.65e-09,117.01,104.45,100.0,270.0,2.4
17.5,2673.341,76.049,2.8379,4.2856,1.07e-07,6.59e-09,117.01,104.46,100.0,270.0,2.4
18.5,2674.417,73.257,2.8294,4.2856,1.07e-07,6.51e-09,117.01,104.45,100.0,270.01,2.4
19.6,2675.49,75.176,2.8529,4.2856,1.07e-07,6.51e-09,117.01,104.45,100.0,270.0,2.8
20.7,2676.566,75.065,2.8379,4.223,1.07e-07,6.6e-09,117.01,104.46,100.0,270.0,2.8
21.7,2677.634,76.532,2.8341,4.1917,1.07e-07,6.52e-09,117.01,104.45,100.0,269.99,2.8
22.8,2678.723,73.0,2.8313,4.2543,1.07e-07,6.59e-09,117.01,104.45,100.0,270.0,2.8
23.9,2679.795,74.255,2.8538,4.223,1.07e-07,6.66e-09,117.01,104.45,100.0,270.01,2.8
25.0,2680.875,72.214,2.8519,4.223,1.07e-07,6.57e-09,117.01,104.45,100.0,270.0,2.8
26.1,2681.939,74.618,2.8519,4.2543,1.07e-07,6.52e-09,117.01,104.45,100.0,270.0,2.8
27.1,2683.014,74.481,2.8585,4.2543,1.07e-07,6.52e-09,117.01,104.45,100.0,269.99,2.8
28.2,2684.128,72.98,2.8472,4.223,1.07e-07,6.52e-09,117.01,104.45,100.0,269.99,2.8
29.4,2685.26,73.18,2.8482,4.223,1.07e-07,6.5e-09,117.01,104.45,100.0,270.0,2.8
30.5,2686.36,74.689,2.8444,4.2543,1.07e-07,6.58e-09,117.01,104.45,100.0,270.01,2.8
31.5,2687.422,75.77,2.8397,4.2543,1.07e-07,6.64e-09,117.02,104.45,100.0,270.0,2.8
32.6,2688.496,73.187,2.8472,4.2543,1.07e-07,6.57e-09,117.01,104.45,100.0,269.99,2.8
33.7,2689.566,74.922,2.8435,4.1917,1.07e-07,6.52e-09,117.01,104.45,100.0,269.99,2.8
34.7,2690.631,73.734,2.8529,4.2543,1.07e-07,6.58e-09,117.01,104.45,100.0,270.0,2.8
35.8,2691.711,72.045,2.8529,4.223,1.07e-07,6.51e-09,117.01,104.45,100.0,270.0,2.8
36.9,2692.791,73.659,2.8228,4.223,1.07e-07,6.54e-09,117.01,104.45,100.0,270.01,2.8
38.0,2693.879,75.668,2.8435,4.223,1.07e-07,6.58e-09,117.01,104.45,100.0,270.0,2.8
39.1,2694.962,75.594,2.8397,4.223,1.07e-07,6.65e-09,117.01,104.45,100.0,269.99,2.8
40.1,2696.023,74.685,2.8294,4.223,1.07e-07,6.58e-09,117.01,104.45,100.0,270.0,2.8
41.2,2697.115,72.35,2.8519,4.223,1.07e-07,6.5e-09,117.01,104.45,100.0,270.0,2.8
42.3,2698.222,73.126,2.8557,4.2543,1.07e-07,6.59e-09,117.01,104.45,100.0,269.99,2.8
43.5,2699.342,74.799,2.8482,4.223,1.07e-07,6.56e-09,117.01,104.45,100.0,270.0,2.8
44.6,2700.439,76.314,2.8491,4.223,1.07e-07,6.53e-09,117.01,104.45,100.0,270.0,2.8
45.6,2701.521,73.035,2.8332,4.223,1.07e-07,6.59e-09,117.01,104.45,100.0,270.0,2.8
46.7,2702.59,75.087,2.8303,4.2856,1.07e-07,6.64e-09,117.01,104.45,100.0,269.99,2.8
47.8,2703.677,73.999,2.8425,4.223,1.07e-07,6.58e-09,117.01,104.45,100.0,270.0,2.8
48.9,2704.763,74.935,2.8501,4.223,1.07e-07,6.64e-09,117.01,104.46,100.0,270.0,2.8
49.9,2705.83,73.885,2.8407,4.223,1.07e-07,6.59e-09,117.01,104.45,100.0,270.0,2.8
51.0,2706.916,73.367,2.8332,4.223,1.07e-07,6.48e-09,117.01,104.45,100.0,270.0,2.8
52.1,2707.985,75.776,2.8388,4.223,1.07e-07,6.48e-09,117.01,104.46,100.0,270.01,2.8
53.2,2709.072,72.836,2.8397,4.2543,1.07e-07,6.56e-09,117.01,104.45,100.0,270.0,2.8
54.2,2710.135,71.748,2.8341,4.2856,1.07e-07,6.48e-09,117.01,104.45,100.0,269.99,2.8
55.3,2711.224,72.164,2.8482,4.2856,1.07e-07,6.57e-09,117.01,104.45,100.0,269.99,2.8
56.5,2712.357,72.966,2.851,4.2543,1.07e-07,6.63e-09,117.01,104.45,100.0,270.0,2.8
57.6,2713.438,76.207,2.8604,4.2543,1.07e-07,6.58e-09,117.01,104.45,100.0,270.0,2.8
58.6,2714.525,75.478,2.8444,4.2856,1.07e-07,6.51e-09,117.01,104.45,100.0,270.01,2.8
59.7,2715.601,74.086,2.835,4.2543,1.07e-07,6.54e-09,117.01,104.45,100.0,270.0,2.4
